年度,科目,題號,題目
107,社會,23,23.十九世紀的馬克思共產主義學說與小說家狄更斯寫實主義作品，對當時人們的思想有極大的影響力，下列何者最可能是二人在學說及作品上的主要共同點？(A)支持歐洲帝國主義在各地殖民擴張(B)強調個人情感抒發與崇拜英雄事蹟(C)對法西斯政權的專制作為表示質疑(D)對工業革命下的歐洲社會提出反省
107,社會,24,24.以下是某政權統治臺灣期間的對外貿易策略：一、將蔗糖、鹿皮輸往日本，再從日本購買銅、鉛和武器。二、1670年代，與英國達成通商協議，允許英國在安平設立商館。三、持續與東南亞地區的呂宋(今菲律賓)、暹羅(今泰國)等地進行貿易。上述作法主要減緩當時中國何項措施所帶來的威脅？(A)設立市舶司(B)實施海禁政策(C)頒布渡臺禁令(D)限定廣州一口通商
107,社會,25,25.「這個朝代開國以來一向尊崇道教，同時對於不同宗教也抱持包容的態度，天竺(今印度)、新羅、日本等地的佛教僧侶都會來到首都長安，進行宗教交流。但後來朝廷態度有所轉變，開始強化對其他宗教的管制，毀去數以千計的佛教寺院，並沒收寺院田產，要求僧尼還俗，連祆教及在此朝代傳入的摩尼教等宗教，也被認為是邪教，而被禁止。」根據內容判斷，這最可能在描述下列哪一朝代曾經出現的情況？(A)漢朝(B)唐朝(C)元朝(D)清朝
107,社會,26,26.某位司法院大法官卸任後整理了自己在任內的日記，其內容記錄自己在這份工作中的重要經歷。下列哪一段敘述內容，最可能出現在他的日記中？(A)為了能夠繼續服務鄉親，我決定再競選連任(B)我們經過討論後，決議對相關部會提出糾正案(C)經院長提請總統任命後，我成為執政團隊的一員(D)我們進行的釋憲工作，相信能進一步保障民眾權益
107,社會,27,27.阿明悶悶不樂地說：「我父親上禮拜過世了，他留下一大筆債務，不知怎麼辦？」阿樂：「別擔心，根據現在《民法》規定，……，所以你就不用煩惱了。」根據上述對話判斷，下列何者最可能是阿樂所指的法律規定？(A)借貸契約違反善良風俗而失效(B)遺產繼承原則上採取限定繼承(C)遺產繼承者無償還債務的義務(D)債權人禁止向繼承者請求償債
107,社會,28,28.好喫茶飲所屬的臺北店及高雄店，依據市場供需狀況而調整店內珍珠奶茶的價格，其中臺北店調漲，而高雄店調降。若以「○」代表500杯商品數量，則這兩家店於價格調整前的珍珠奶茶供需情況，最可能為下列何者？(A)(B)需求量供給量需求量供給量臺北店○○○臺北店○○○○○高雄店○○○高雄店○○○○○(C)(D)
107,社會,29,29.近年來，「開放政府資料」的議題逐漸受到重視，公部門所開放資料的項目、瀏覽人數，及資料被下載次數也屢創新高，民眾可透過取得政府資訊，監督政府施政。未來，政府也研擬在不涉及機密的情況下，公開更多的資訊。上述政府的作法，有助於落實下列何種目標？(A)提升人民的資訊倫理素養(B)強化分權制衡的監督機制(C)提供政治參與的多元管道(D)增進媒體教育文化的功能
107,社會,30,30.新聞報導：「某知名人士疑似涉及不法活動，經檢察官偵查後提起公訴，全案目前正由臺北地方法院審理中。」對於上述訴訟案件，法院最不可能出現下列何種判決結果？(A)處以有期徒刑(B)宣告褫奪公權(C)處以高額罰鍰(D)沒收犯罪所得
107,社會,31,31.根據統計，印尼的海岸線長度排名世界第二位，比俄羅斯還長，其原因最可能為下列何者？(A)峽灣海岸曲折(B)島嶼數量眾多(C)國土面積較大(D)所處緯度較低
107,社會,32,32.圖(九)為某區域的等高線地形圖，「」是建於河流上的水庫。圖中甲、乙、丙、丁發生的大規模崩塌，何者對該水庫水質的影響最大？(A)甲(B)乙(C)丙(D)丁
107,社會,33,33.表(四)為2014年中國、美國、印度和表(四)巴基斯坦的棉花生產與消費資料。已國家國內棉花生產量國內棉花消費量知棉花的消費主要用在製造紡織產甲713.1751.2品，而棉紡織工廠多設在勞力較為低乙675.0508.4廉的地方。根據表中資料判斷，何者丙281.177.3應為美國？丁206.8226.4(A)甲(B)乙單位：萬噸(C)丙(D)丁
107,社會,34,34.圖(十)為中國已興建或規畫中的油氣管道，其中某一管道途經高山峻嶺、溼熱叢林、地震活躍帶、發達的石灰岩地形，並跨越多條國際河流，因此建設難度相當高。該管道應為圖中何者？(A)甲(B)乙(C)丙(D)丁
107,社會,35,35.QRCode是目前常見的一種二維條碼。利用手機對準QRCode拍照，再搭配解碼軟體，就可以顯示條碼內儲存的訊息。圖(十一)是針對臺灣某國家公園特色所設計的QRCode，將其解碼後，得到的訊息最可能包括下列何者？(A)雄偉壯麗的峽谷景觀(B)珊瑚礁堆砌的防風牆(cid:21)(cid:23)(cid:131)(cid:22)(cid:19)(cid:10)(cid:49)(C)火山活動形成的噴氣孔(D)傳統的閩南式建築聚落
107,社會,36,36.右列是臺灣某時期對於訂定一、街道名稱具有紀念日本人物、展現日本國街道名稱的規定，根據內容威、明顯為日本名稱者，應予改正。判斷，頒布此一規定的最可二、新街道名稱應具有下列意義：能是下列何者？發揚中華民族精神：信義路、和平路等。(A)臺灣府宣傳三民主義：三民路、民權路等。(B)臺灣總督府紀念國家偉大人物：中山路等。(C)臺灣省行政長官公署(D)荷蘭聯合東印度公司
107,社會,37,37.以下是中國某朝代對外關係的介紹：「此王朝中期以後，先前曾遠達非洲東岸的官方遠洋航行，早已因無法負荷龐大的支出而終止；東部沿海地區遭海盜劫掠，朝廷往往束手無策。幾任皇帝雖修整傾頹的長城，依然抵擋不住北方蒙古族的侵擾。」該朝代最可能是下列何者？(A)南宋(B)元代(C)明代(D)清代
107,社會,38,38.以下是一位旅行者在上海的見聞：「上海的工廠地帶可以看到轟炸的痕跡，有來到了戰場的感覺。但是如果來到租界區，興盛的商業中心立即映入眼中。在此，歐、美國家的主要銀行林立，國民政府的官方銀行―中央銀行，以及中國銀行、交通銀行等仍然繁忙地繼續營業，處理租界區內法幣的發行與交易。」此人最可能是在下列何時參訪上海？(A)1830年代(B)1890年代(C)1930年代(D)1990年代
107,社會,39,39.表(五)是某時期官方所播放的時事宣傳影影片名稱片，根據內容判斷，這些影片最可能在德國空軍與英國艦隊壯烈的交戰下列何時何地播放？日德義同盟(A)第一次世界大戰期間的北京納粹德國國防軍的活躍(B)第一次世界大戰期間的東京慶祝滿洲建國十週年(C)第二次世界大戰期間的臺北夏威夷大空襲(D)第二次世界大戰期間的重慶
107,社會,40,40.有些大學生為了節省開銷而使用盜版教科書，嚴重影響圖書業者的權益，因此某圖書協會向政府陳情，希望能修法將盜印書籍的行為，由告訴乃論改為非告訴乃論之罪。根據上述內容判斷，下列敘述何者正確？(A)文中團體所行使的人民基本權利為訴願權(B)能實現該團體要求的中央政府機關為司法院(C)文中大學生若被提告，將可能要負起行政責任(D)若修法通過，盜印書籍紛爭就不再能以調解解決
107,社會,41,41.阿倫上學途中，路過某候選人的競選總部，看到了「28歲新人，開創地方行政新氣象」的標語；放學回家，又經過另一位候選人的競選總部，懸掛著「評鑑第一名的民意代表，懇請支持連任」的布條。圖(十二)是阿倫家周邊環境示意圖，根據圖中內容判斷，下列何者最可圖(十二)能是阿倫上學、放學的路線？(A)(B)(C)(D)
107,社會,42,42.《道路交通管理處罰條例》已依法修正通過，其中新增了舉發期限規定，即民眾檢舉違規行為，自違規日起算不得超過七天，否則不受理舉發。根據上述內容判斷，下列敘述何者正確？(A)通過文中規定的機關亦可統一解釋法律(B)修正內容通過後依法應由總統公布施行(C)民眾可直接向地方法院舉發上述違規行為(D)上述修正內容施行後將減少政府租稅收入
107,社會,43,43.圖(十三)為曉明的家庭示意圖，曉明與朋友聊天中提到，自己與家中成員的關係皆為血親關係。若以代表男性，○代表女性，線段代表婚姻關係，箭頭代表親子關係，則曉明最可能是圖中哪一個位置？(A)甲(B)乙圖(十三)(C)丙(D)丁
107,社會,44,44.小文想在甲、乙、丙三景點中選擇一表(六)處販售冷飲，他的評估結果如表(六)所一日販每杯營業一日營示。若小文僅考量總利潤，根據表中內景點售數量售價日數業成本容判斷，他選擇這三處景點的機會成(杯)(元)(天)(元)本，其排序應為下列何者？甲1105021000(A)丙＞甲＞乙乙90304600(B)乙＞甲＞丙丙100403800(C)甲＝乙＞丙(D)丙＞甲＝乙
107,社會,45,45.圖(十四)中甲、乙、丙、丁哪兩位同學的發言符合《會議規範》的規定？圖(十四)(A)甲、丁(B)乙、丙(C)甲、丙(D)乙、丁
107,社會,46,46.圖(十五)是民國93年至97年，我國水果類農產品的國際貿易概況。根據圖中內容，可觀察出下列何種現象？(A)我國生產水果具絕對利益(B)我國生產水果具比較利益(C)水果類貿易呈現入超狀態(D)水果類貿易呈現出超狀態
107,社會,47,47.圖(十六)是甲、乙、丙三個國家關於人口的部分資料。圖中內容顯示，丙國數值與甲、乙二國的差距隨時間逐漸擴大，關於丙國的此種現象，下列何項政策的影響程度最高？(A)提供幼兒生活補助津貼圖(十六)(B)修改法規延後退休年齡(C)推動長期老人安養服務(D)夫妻協商決定子女姓氏
107,社會,48,48.圖(十七)為農委會在2015年所推出的活動，其主要目的為下列何者？(A)推動地方公共造產(B)增加單位面積產量(C)強化農產出口競爭力(D)提升農業的附加價值
107,社會,49,49.表(七)列出2010年臺灣的原住民族常住人口，在北、中、南、東四大區域的前三大族，根據臺灣原住民分布判斷，表中何者為東部區域？表(七)甲乙丙丁阿美族(52.5%)布農族(27.1%)排灣族(54.9%)阿美族(43.3%)太魯閣族(13.8%)泰雅族(26.2%)阿美族(14.8%)泰雅族(28.5%)布農族(7.9%)阿美族(16.4%)布農族(9.4%)排灣族(9.3%)註：括弧內百分比為各原住民族人口占該區原住民族總人口的百分比(A)甲(B)乙(C)丙(D)丁
107,社會,50,50.圖(十八)呈現的是某地不同時期統治者的演變情況，此地最可能是下列何者？(A)琉球(B)香港圖(十八)(C)澳門(D)臺灣
107,社會,51,51.表(八)是臺灣開港通商後，部表(八)分洋行在臺的營運狀況。若考名稱主要出口商品慮當時商品產區與出口地，這寶順洋行茶些洋行最可能皆設置於圖(十九)美利士洋行樟腦中何處？公泰洋行樟腦(A)甲費爾•哈士迪斯(B)乙樟腦、煤洋行(C)丙(D)丁圖(十九)
107,社會,52,52.阿德去甲國旅遊，在個人社群網站的記錄概要如圖(二十)，根據圖中內容判斷，下列何者最可能符合甲國的情況？(A)實施內閣制度(B)屬於民主共和國(C)政黨制度為兩黨制(D)國會最大黨為幸福黨
107,社會,53,"53.圖(二十一)是1920年至1940年美國「非35,000A農業就業人口數」的統計圖，其中由32,000A至B的變化，主要與下列何者有關？29,000(26,000(A)黑人奴隸獲得解放，投入工業生產23,000B(B)政府施行福利政策，保障勞工生活)0(C)國家投入大戰，青年至海外作戰192019241928193219361940()(D)銀行與工廠倒閉，社會經濟衰退"
107,社會,54,54.十六世紀時，這個國家積極向外征服，在其殖民地修築了許多城堡，如圖(二十二)所示。當時這個國家也曾在圖(二十三)中甲、乙、丙、丁何處建立城堡？(A)甲(B)乙(cid:9868)(cid:9951)(C)丙圖(二十二)圖(二十三)(D)丁
107,社會,55,55.現行中華民國身分證統一編號的首碼為大寫的英文字母，代表初次登記時的戶籍地。2010年行政區合併改制後，部分縣的代碼因而停止發行。圖(二十四)是行政區合併前的地圖與部分縣的英文代碼，下列哪一英文代碼還有可能出現在2018年新生兒的身分證統一編號中？(A)J(B)L(C)R(D)S
107,社會,56,56.十五世紀開始，許多歐洲探險家出海圖(二十四)探尋通往亞洲的新航路。圖(二十五)是十五世紀至十八世紀部分歐洲探險家到達地區的示意圖，其標示方式僅依照這些地區的經度位置排列，而未考慮其緯度位置。狄亞士在1487至1488年的探險旅程中到達某洲的最南端，若要在圖中呈現，應標示於何處？(A)甲(B)乙(C)丙(D)丁
107,社會,57,57.文中的「帝國」應是指下列何者？(A)拜占庭帝國(B)阿拉伯帝國(C)神聖羅馬帝國(D)鄂圖曼土耳其帝國
107,社會,58,58.文中所提的難民營最可能位於圖(二十六)中甲、乙、丙、丁何區？(A)甲(B)乙(C)丙(D)丁
107,社會,59,59.文中「無國界小丑」的作為最符合下列何項意涵？圖(二十六)(A)實踐公益服務(B)提升社會福利(C)促進區域統合(D)落實經濟互惠
107,社會,60,60.若老師上課時討論上述現象，並要同學運用需求法則，針對文中第一段陳述的問題提出因應對策，下列何者最適當？(A)限制各大醫院每日看診人數(B)補助小型診所購買醫療設備(C)提高各大醫院門診掛號費用(D)增加醫護待遇補足醫療人力
107,社會,61,61.文中政府為使醫療資源更有效運用，所採取的措施及預期的成效，與下列何種社會變遷的過程最相符？(A)透過制度變遷影響觀念變遷(B)透過觀念變遷影響器物變遷(C)透過器物變遷影響制度變遷(D)透過制度變遷影響器物變遷
107,社會,62,62.圖(二十七)中「人口年齡中位數」未滿20歲的國家，主要分布在哪一洲？(A)亞洲(B)歐洲(C)非洲(D)南美洲
107,社會,63,63.圖(二十七)中「人口年齡中位數」屬於類的國家，最可能具有下列何種特徵？(A)出生率較低(B)平均壽命較低(C)醫療衛生水準較落後(D)人口組成為低金字塔型
107,自然,1,1.小瑩想以量筒量取30.0mL的溶液，圖(一)虛線箭頭所指的位置為量筒中目前已量取的溶液體積。小瑩使用下列哪一種器材裝取溶液後，再加入量筒內，最能避免體積超出30.0mL？(A)(B)(C)(D)
107,自然,2,2.圖(二)是某日東亞的地面天氣簡圖，數字代表該等壓線的氣壓值，單位為百帕。圖中以黑點標示的甲地，其海拔高度約為0m。下列是甲地已知的天氣現象敘述，何者無法從此天氣簡圖中得知？(A)氣溫為35℃(B)風向大致為南風(C)氣壓值高於1008百帕(D)天氣主要受高氣壓影響
107,自然,3,3.某次地震發生後，測站甲、乙、丙、丁測得的震度如表(一)所示。已知測站與震央距離的大小關係為丁＞丙＞乙＞甲，若將此次地震的震央位置以表示，甲、乙、丙、丁代表其測站位置，下列有關此次地震的震度分布及測站的位置圖，何者最合理？(A)(B)(C)(D)
107,自然,4,4.某地區的樹林中棲息著一種蛾，依其體色可分成淺色蛾和深色蛾。當此林中的樹被某種真菌感染後，其樹皮顏色由深色變為淺色，多年以後樹林中淺色蛾的數量比例逐漸增多。根據天擇的理論，下列何者最可以解釋此區淺色蛾數量的變化？(A)深色蛾因環境改變而突變為淺色蛾(B)樹皮顏色改變使淺色蛾比深色蛾存活率高(C)樹皮顏色改變使深色蛾突變為淺色蛾以躲避天敵(D)深色蛾吸食被真菌感染的樹皮汁液而突變為淺色蛾
107,自然,5,5.「在常溫常壓下，番茄紅素為紅色固體，是番茄、木瓜等蔬果中富含的色素，為天然的抗氧化劑……」，上述畫底線所提到番茄紅素的性質，屬於下列何者？(A)均為物理性質(B)均為化學性質(C)為物理性質、為化學性質(D)為化學性質、為物理性質
107,自然,6,6.圖(三)為某園區內的標示牌。根據此圖，若管理員想將此組標示牌再加上「外溫動物區」及「內溫動物區」，關於此想法是否適當及其原因，下列說明何者最合理？(A)適當，左方全為外溫動物，右方全為內溫動物(B)適當，左方全為內溫動物，右方全為外溫動物(C)不適當，左方全為外溫動物，但右方不全為內溫動物圖(三)(D)不適當，左方全為內溫動物，但右方不全為外溫動物
107,自然,7,7.阿泉分別進行下列四種不同的運動，在哪一種運動過程中，阿泉由圖中狀態Ⅰ→狀態Ⅱ，他身體的重力位能變化最大？(A)舉重(B)射箭I(C)百米賽跑(D)高臺跳水
107,自然,8,8.瑋婷觀察爸爸在家中利用茶壺煮水時，茶壺內水量的多少似乎會影響水煮沸所需的時間，她假設當茶壺內水量越多，將水煮沸所需的時間也越多。若要驗證她的假設是否合理，下列哪一種實驗設計可直接用來驗證她的假設？(A)(B)(C)(D)
107,自然,9,9.有一座四面環海的島嶼，其陸地面積隨時間變化0.5的關係簡圖如圖(四)所示。根據圖中資料推測，0.4下列何者可能是造成該島嶼一天中陸地面積會有0.3變化的最主要原因？0.2(A)全球暖化造成海平面的起伏km20.1(B)海水漲退潮使水位高度改變0(C)海水因日照而熱脹冷縮導致12345(cid:2580)(cid:3796)(cid:1018)()(D)海陸風轉換使海水流向改變
107,自然,10,10.圖(五)列出四位科學家所提出的學說或發現，並依照年代順序排列，圖中以代號甲～丁來表示粒子或結構的名稱：圖(五)關於甲～丁的正確名稱，依序應為下列何者？(A)原子核、電子、原子、質子(B)原子核、質子、電子、原子(C)原子、質子、原子核、電子(D)原子、電子、原子核、質子
107,自然,11,11.圖(六)為太陽、地球、月球相對位置示意圖。假設太陽、地球、月球在運行過程中皆位於同一平面上，月球位於圖中何處時，太陽受到地球的萬有引力作用方向及月球受到地球的萬有引力作用方向相同？(A)甲(B)乙(C)丙(D)丁
107,自然,12,12.圖(七)為一發芽番薯的示意圖，甲為番薯的塊根，乙、丙為塊根上不同的新芽。下列關於甲、乙、丙的敘述，何者最合理？(A)甲與丙的基因型不同(B)乙與丙的基因型相同(C)甲為番薯的生殖器官(D)甲與乙細胞內的染色體數不同圖(七)
107,自然,13,13.「真金不怕火煉」在字面上的意思是指純正的黃金不怕被火烤，這是因為黃金不易與氧發生反應。依上述對黃金性質的描述判斷，下列哪一類元素對氧的活性與黃金對氧的活性最接近？(A)放入水中能與水反應而產生氫氣的元素(B)在自然界中，多以氧化物狀態存在的元素(C)在自然界中，多以元素狀態存在的金屬元素(D)在煉鐵過程中，可使氧化鐵還原成鐵的元素
107,自然,14,14.下列為某網頁上的一則問與答：問：煮蟹肉棒時，外包裝的塑膠套是否需要拆掉？答：市售蟹肉棒外包裝的塑膠套，其材質多屬於熱塑性聚合物，不建議長時間置於高溫環境下烹煮，建議料理前拆掉塑膠套是最保險的做法。根據上述，下列關於外包裝塑膠套材質的性質敘述和結構示意圖，何者正確？15.某岩層在形成後未受地殼變動影響，且岩層中有大量完整的三葉蟲化石及其活動痕跡，該岩層的形成過程最有可能為下列何者？(A)此岩層在陸地的環境沉積而成(B)此岩層在海洋的環境沉積而成(C)由岩漿在陸地噴發後冷卻而成(D)由岩漿在海底噴發後冷卻而成
107,自然,15,15.某岩層在形成後未受地殼變動影響，且岩層中有大量完整的三葉蟲化石及其活動痕跡，該岩層的形成過程最有可能為下列何者？(A)此岩層在陸地的環境沉積而成(B)此岩層在海洋的環境沉積而成(C)由岩漿在陸地噴發後冷卻而成(D)由岩漿在海底噴發後冷卻而成
107,自然,16,16.圖(八)是學生整理的宇宙組織關係圖，甲、乙、丙代表三個不同層級的結構，且三者在空間中的大小關係為甲＞乙＞丙。下列有關三者的敘述，何者最合理？(A)若甲是太陽系，則乙可填入星系(B)若甲是銀河系，則乙可填入太陽(C)若乙是行星，則丙可填入恆星圖(八)(D)若乙是銀河系，則丙可填入星系
107,自然,17,17.若將兩根相同的條形磁鐵靜止擺放如圖(九)所示，則圖中虛線區域中磁力線分布及磁場方向，下列何者最合理？圖(九)(A)(B)(C)(D)
107,自然,18,18.將酵素甲和澱粉溶液在試管中混合均勻，並定時測量試管內的澱粉濃度。已知試管內澱粉濃度會隨著時間而改變，如圖(十)所示，下列關於甲的敘述，何者正確？(A)甲主要由葡萄糖組成(B)甲與澱粉反應後，會被分解成胺基酸(C)若降低甲的活性，會使澱粉的合成速率變快(D)若提高甲的活性，會使澱粉的分解速率變快圖(十)
107,自然,19,19.圖(十一)為植物葉肉細胞的構造示意圖，甲、乙、丙、丁分別代表細胞內不同的構造，則下列何者主要負責產生能量供細胞使用？(A)甲(B)乙(C)丙(D)丁
107,自然,20,20.有一個以密度為2.5g/cm3的材質製成之容器甲，將其置入另一盛水容器中，容器甲會浮在水面上，如圖(十二)所示。若用手扶住容器甲，並在容器甲內倒滿水，釋放之，待靜止平衡後，容器甲的浮沉情形最可能為下列何者？圖(十二)(A)(B)(C)(D)
107,自然,21,21.小花在實驗室中找到一份舊實驗紀錄簿，紀錄簿中有一頁單擺實驗的紀錄表，此表因蟲蛀而使部分資料無法判讀，如圖(十三)所示。若製作此表時的實驗步驟正確且結果合理，則由可辨識的資料來判斷，下列何者最可能為組別丙的擺長長度？(A)25.0公分(B)50.0公分(C)100.0公分(D)200.0公分
107,自然,22,22.圖(十四)為小瑞依據物質組成來分類，畫出數種物質的相互關係，被包含在大範圍者，亦屬於大範圍的一種物質，例如：氧化物(被包含者)亦屬於純物質的一種。圖中灰色範圍最可能為下列哪一類？(A)元素(B)化合物圖(十四)(C)混合物(D)聚合物
107,自然,23,23.實驗課時，阿文一組四人取分別充滿1大氣壓甲、乙、丙氣體的三支試管，倒插入盛有100mL水的相同燒杯中，拔開橡皮塞，經一段時間後觀察試管的情況，如圖(十五)所示。若不考慮水的蒸發，則表(二)內四人對於甲、乙、丙三種氣體在水中溶解度的比較，與收集氣體方法的判斷，何者正確？(cid:31)(cid:30)(cid:29)(cid:28)(cid:27)(cid:26)(cid:25)(cid:16)(cid:15)(cid:14)(cid:24)(cid:23)100mL表(二)(cid:22)(cid:27)(cid:21)(cid:20)(cid:19)(cid:29)(cid:28)(cid:18)(cid:29)(cid:28)(cid:17)(cid:29)(cid:28)圖(十五)(A)阿文(B)阿明(C)小薰(D)小玉
107,自然,24,24.小湘在街上看到久違的好朋友，興奮地立即揮手打招呼。下列與上述過程相關的神經系統運作之敘述，何者正確？(A)立即揮手是屬於反射作用(B)此過程的受器是在手部肌肉(C)興奮的感覺是由感覺神經產生(D)揮手的命令是由運動神經傳遞
107,自然,25,25.孝全在整理家中相簿時發現一張過去拍攝的月亮照片，如圖(十六)所示；照片背後有關於拍攝時間地點的紀錄，如圖(十七)所示，下列何者最有可能是當時月亮所在的方向？(A)頭頂正上方(B)南方地平線附近(C)東方地平線附近(D)西方地平線附近
107,自然,26,26.圖(十八)為竹子與其鄰近竹筍的生長示意圖，圖中箭頭表示物質X由竹子到竹筍的運輸方向。已知物質X來自光合作用，則有關物質X及其由何種構造運輸的敘述，下列何者最合理？(A)物質X為醣類，由韌皮部運輸(B)物質X為醣類，由木質部運輸(C)物質X為水分，由韌皮部運輸(D)物質X為水分，由木質部運輸
107,自然,27,27.大瀚在整理野外記錄的地質資料，圖(十九)是根據資料用鉛筆初步繪製但尚未完成的地層剖面示意圖。此外，資料上還記載著該地層同時存在斷層與岩脈，且由斷層與岩脈的關係可知剖面中的岩脈是在斷層活動之後才形成。若岩脈以灰色表示，斷層以粗黑圖(十九)實線表示，則完成後的示意圖最接近下列何者？(A)(B)(C)(D)
107,自然,28,28.圖(二十)為甲、乙兩種細胞所含的染色體示意圖，此兩種細胞都是某一雌性動物個體內的正常細胞。根據此圖，下列相關推論或敘述何者最合理？(A)甲總共含8個基因，乙總共含4個基因(B)若甲具有性染色體，則乙不具有性染色體(C)若甲具有成對的基因，則乙不具有成對的基因(D)甲有4對成對的染色體，乙有2對成對的染色體
107,自然,29,29.有一個裝水的玻璃魚缸，內部的水保持靜止，魚缸內有一點X，其位置如圖(二十一)所示。若X點所受來自上、下、左、右四個方向的液體壓力分別為P、P、P、P，則其關係應為下列何者？上下左右(A)P＝P＝P＝P上下左右(B)P＞P＞P＝P右上下左(C)P＞P＝P＝P上下左右(D)P＜P＝P＝P
107,自然,30,30.在一般標準大氣狀況下，關於對流層常見特性的敘述，下列何者正確？(A)頂端臭氧含量最高，又名臭氧層(B)依溫度變化可以細分為四個分層(C)氣溫與氣壓皆隨高度升高而降低(D)此層的大氣僅有垂直向上的運動
107,自然,31,31.圖(二十二)為小玟進行水溶液混合實驗的步驟示意圖：(cid:507)以pH計測量甲、乙二把乙杯溶液都混合後溶液溫度回到25℃杯溫度都為25℃溶液倒入甲杯中立刻測量後，以pH計測量混的pH值溶液溫度合後溶液的pH值圖(二十二)她在步驟三和步驟四所測得數據，依序應為下列何者才合理？(A)小於25℃；大於10.6或小於0.8(B)小於25℃；在0.8～10.6之間(C)大於25℃；大於10.6或小於0.8(D)大於25℃；在0.8～10.6之間
107,自然,32,32.表(三)為兩種動物所能聽見聲音的頻率範圍。在空氣溫度為15℃，聲波波速為34000cm/s的環境下，若發出波長為1000cm，且音量足夠大的聲波，則參閱表中的資訊，下列有關此兩種動物是否能聽到此聲波的敘述何者最合理？(A)兩種動物都聽得到此聲波表(三)(B)兩種動物都聽不到此聲波(C)此聲波大象聽得到，而兔子聽不到(D)此聲波兔子聽得到，而大象聽不到
107,自然,33,33.一電路裝置如圖(二十三)所示，圖中導線電阻與電池內電阻忽略不計，甲、乙兩個燈泡皆正常發亮。若因燈泡甲燒毀而使電流無法通過燈泡甲，則有關燈泡乙在燈泡甲燒毀後的敘述，下列何者最合理？(A)因電路發生斷路而使燈泡乙在未燒毀的情況下熄滅(B)因電路發生短路而使燈泡乙在未燒毀的情況下熄滅(C)流經燈泡乙的電流變為原本的2倍而使其亮度增加圖(二十三)(D)燈泡乙仍正常發亮且流經燈泡乙的電流大小仍不變
107,自然,34,34.有甲、乙、丙三杯水，將三杯水混合，當混合後的水達熱平衡時，水溫為50℃。若混合過程中，水與外界無熱量的吸收與散失，則下列四組何者最有可能是甲、乙、丙三杯水混合前的溫度？(A)0℃、50℃、50℃(B)20℃、90℃、95℃(C)10℃、15℃、25℃(D)50℃、60℃、70℃
107,自然,35,35.白白分別在夏至(6/22)當天與冬至(12/22)當天到同一處海邊遊玩，在正午時她看見懸崖邊的燈塔影子分別如圖(二十四)所示。根據圖中燈塔影子的長度與方位判斷，此燈塔最可能位於下列何處的海邊？(A)南緯40度(B)北緯40度(C)南緯20度(D)北緯20度圖(二十四)
107,自然,36,36.欣如進行電解水的實驗，其裝置及收集到X、Y二種氣體的體積，如圖(二十五)所示。若將此直流電源改接到圖(二十六)的電鍍裝置進行銅片鍍鎳，應如何正確連接和選用電鍍液？圖(二十六)圖(二十五)(A)甲極接銅片，乙極接鎳片，電鍍液選用硫酸鎳溶液(B)甲極接銅片，乙極接鎳片，電鍍液選用硫酸銅溶液(C)甲極接鎳片，乙極接銅片，電鍍液選用硫酸鎳溶液(D)甲極接鎳片，乙極接銅片，電鍍液選用硫酸銅溶液
107,自然,37,37.圖(二十七)為人體注射藥劑的部位示意圖，關於藥劑從甲部位或乙部位注入人體的靜脈後，經由血液循環最先進入心臟腔室的敘述，下列何者最合理？(A)甲、乙部位的藥劑皆先進入右心房(B)甲、乙部位的藥劑皆先進入左心房(C)甲部位的藥劑先進入右心房，乙部位的藥劑先進入左心房(D)甲部位的藥劑先進入左心房，乙部位的藥劑先進入右心房
107,自然,38,38.甲、乙兩個質量同為1kg的木塊靜置於水平桌面上，兩木塊分別受水平外力作直線運動，其速度(v)與時間(t)的關係如圖(二十八)所示。若t＝25s時，甲、乙兩木塊所受的合力分別為F、F，則F：F應為下列何者？甲乙甲乙(A)1：1(B)2：1(C)4：1(D)7：4
107,自然,39,39.老師在課堂上提到：「銅與稀硝酸反應，會產生無色的一氧化氮氣體；銅與濃硝酸反應，會產生紅棕色的二氧化氮氣體。」小勳上網查詢並在便條紙抄下此二種化學反應式，再次取出便條紙時，卻發現紙條右端破損，如圖(二十九)所示。已知甲、乙二反應式中缺少的產物各只有一種，關於甲、乙二反應式應補上的部分，下列敘述何者正確？(A)甲反應式應補上2NO2(B)甲反應式應補上4NO(C)乙反應式應補上5NO2圖(二十九)(D)乙反應式應補上6NO
107,自然,40,40.圖(三十)為全球板塊分布示意圖。已知甲和乙位於同一種類型的板塊邊界上，則依照板塊構造學說，下列何者通常不會在甲處出現？(A)海溝(B)地震(C)火山(D)斷層
107,自然,41,41.圖(三十一)為某兩條食物鏈依生物各階層所含能量的關係繪製成甲、乙能量塔之示意圖(面積不代表實際能量大小)。已知兩能量塔最高階層的生物總能量皆相同，則下列推測何者最合理？(A)消費者的總能量：甲＞乙(B)生產者的總能量：乙＞甲(C)甲的初級消費者總能量大於乙的初級消費者(D)甲的初級消費者總能量小於乙的三級消費者
107,自然,42,42.圖(三十二)為小樺與媽媽某一天在牛排館用餐的對話：......圖(三十二)圖中小樺的敘述「……」最可能是下列何者？(A)酸鹼中和實驗中會加入『酚酞』(B)製造肥皂實驗中會加入『氫氧化鈉』(C)製造乙酸乙酯實驗中會加入『濃硫酸』(D)碳酸鈣製造二氧化碳實驗中會加入『鹽酸』
