年度,科目,題號,題目
108,國文,43,43.根據本詩，作者將田園後方小山崙白翎鷥翱翔的景象1.白翎鷥：白鷺鷥視為「祕密」的理由，最可能是下列何者？2.叨位：哪裡(A)賞鳥的樂趣純屬於個人的主觀領會，只宜自己獨享(B)白翎鷥群飛的景象已不易見，故不願宣揚其巢居地(C)田園後方的小山崙是作者童年嬉戲玩耍的祕密基地(D)
108,國文,44,44.關於本詩的賞析，下列敘述何者錯誤？(A)詩中運用不同顏色詞彙，呈現大自然的鮮明生動(B)以白浪花款擺的韻律比擬白翎鷥飛落樹梢的姿態(C)從「謹守相惜的約定」可看出作者珍惜與白翎鷥的邂逅(D)
108,國文,45,45.關於本詩的分析，下列敘述何者錯誤？(A)是一韻到底的五言古詩1.皜皜：潔白貌。皜，音ㄏㄠˋ(B)可歸類為社會寫實派的作品2.噍：音ㄐㄧㄠˋ，嚼(C)通篇使用倒敘手法追述沿途所見3.蟄深杳：蟄，伏藏。深杳，很深(D)內容包含戰亂與官吏壓迫的描述4.追胥：催徵賦稅的小吏
108,國文,46,46.本詩的主旨最可能是下列何者？(A)與其羨慕路傍草，不如勇於面對人生困境(B)嚴冬野草尚有生機，人在亂世卻難以生存(C)人當學習野草深植其根、燎而復生的精神(D)
108,國文,47,47.關於甲篇中的人物，下列推論何者最恰當？(A)(B)賈充是司馬昭陣營的人馬陳泰為了救荀顗而見司馬昭(C)(D)
108,國文,48,48.根據甲篇內容，可推測乙篇陳泰所言「但見其上，未見其下」的涵義最可能是下列何者？(A)(B)指出賈充屢獲晉升卻未曾被貶官認為殺賈充是最起碼的處置方式(C)(D)
108,英語,1,1. 所有試題均為四選一的選擇題，答錯不倒扣。2. 試題本分為單題和題組兩部分。3. 部分試題中的單字或片語加註中文，以利參考。4. 依試場規則規定，答案卡上不得書寫姓名座號，也不得作任何標記。故意汙損答案卡、損壞試題本，或在答案卡上顯示自己身分者，該科考試不予計列等級。作答方式： 2B 請依照題意從四個選項中選出一個正確或最佳的答案，並用 鉛筆在答案卡上相應的位置畫記，請務必將選項塗黑、塗滿。如果需要修改答案，請 B      使用橡皮擦擦拭乾淨，重新塗黑答案。例如答案為 ，則將 選項塗黑、     塗滿，即：以下為錯誤的畫記方式，可能導致電腦無法正確判讀。如：       —未將選項塗滿       —未將選項塗黑       —未擦拭乾淨       —塗出選項外       —同時塗兩個選項請聽到鐘（鈴）響起，於試題本右上角方格內填寫准考證末兩碼，再翻頁作答:   ( 1-15 15 )第一部分 單題 第 題，共 題1.  Look at the picture.  The mother duck is            the baby ducks across the street.  (A) carrying (B) leading(C) pushing(D) watching 
108,英語,2,2. 試題本分為單題和題組兩部分。3. 部分試題中的單字或片語加註中文，以利參考。4. 依試場規則規定，答案卡上不得書寫姓名座號，也不得作任何標記。故意汙損答案卡、損壞試題本，或在答案卡上顯示自己身分者，該科考試不予計列等級。作答方式： 2B 請依照題意從四個選項中選出一個正確或最佳的答案，並用 鉛筆在答案卡上相應的位置畫記，請務必將選項塗黑、塗滿。如果需要修改答案，請 B      使用橡皮擦擦拭乾淨，重新塗黑答案。例如答案為 ，則將 選項塗黑、     塗滿，即：以下為錯誤的畫記方式，可能導致電腦無法正確判讀。如：       —未將選項塗滿       —未將選項塗黑       —未擦拭乾淨       —塗出選項外       —同時塗兩個選項請聽到鐘（鈴）響起，於試題本右上角方格內填寫准考證末兩碼，再翻頁作答:   ( 1-15 15 )第一部分 單題 第 題，共 題1.  Look at the picture.  The mother duck is            the baby ducks across the street.  (A) carrying (B) leading(C) pushing(D) watching 
108,英語,3,3. 部分試題中的單字或片語加註中文，以利參考。4. 依試場規則規定，答案卡上不得書寫姓名座號，也不得作任何標記。故意汙損答案卡、損壞試題本，或在答案卡上顯示自己身分者，該科考試不予計列等級。作答方式： 2B 請依照題意從四個選項中選出一個正確或最佳的答案，並用 鉛筆在答案卡上相應的位置畫記，請務必將選項塗黑、塗滿。如果需要修改答案，請 B      使用橡皮擦擦拭乾淨，重新塗黑答案。例如答案為 ，則將 選項塗黑、     塗滿，即：以下為錯誤的畫記方式，可能導致電腦無法正確判讀。如：       —未將選項塗滿       —未將選項塗黑       —未擦拭乾淨       —塗出選項外       —同時塗兩個選項請聽到鐘（鈴）響起，於試題本右上角方格內填寫准考證末兩碼，再翻頁作答:   ( 1-15 15 )第一部分 單題 第 題，共 題1.  Look at the picture.  The mother duck is            the baby ducks across the street.  (A) carrying (B) leading(C) pushing(D) watching 
108,英語,4,4. 依試場規則規定，答案卡上不得書寫姓名座號，也不得作任何標記。故意汙損答案卡、損壞試題本，或在答案卡上顯示自己身分者，該科考試不予計列等級。作答方式： 2B 請依照題意從四個選項中選出一個正確或最佳的答案，並用 鉛筆在答案卡上相應的位置畫記，請務必將選項塗黑、塗滿。如果需要修改答案，請 B      使用橡皮擦擦拭乾淨，重新塗黑答案。例如答案為 ，則將 選項塗黑、     塗滿，即：以下為錯誤的畫記方式，可能導致電腦無法正確判讀。如：       —未將選項塗滿       —未將選項塗黑       —未擦拭乾淨       —塗出選項外       —同時塗兩個選項請聽到鐘（鈴）響起，於試題本右上角方格內填寫准考證末兩碼，再翻頁作答:   ( 1-15 15 )第一部分 單題 第 題，共 題1.  Look at the picture.  The mother duck is            the baby ducks across the street.  (A) carrying (B) leading(C) pushing(D) watching 
108,英語,1,1.  Look at the picture.  The mother duck is            the baby ducks across the street.  (A) carrying (B) leading(C) pushing(D) watching 
108,英語,2,"2.  Ms. Liu usually gives us a lot of homework,            she didn’t give us any today. (A) but   (B) if   (C) or   (D) so "
108,英語,3,3.  Playing games on the cellphone            popular with high school students.(A) is  (B) are  (C) being  (D) to be
108,英語,4,4.  There            more than twenty clubs in our school.  Which one would you like to join?(A) has  (B) have  (C) is  (D) are
108,英語,5,5.  Diane had a bad cold last week.  She is still too       to go mountain climbing with you. (A) busy  (B) short  (C) weak  (D) young
108,英語,6,"6.  The book under Mary’s desk is           , but I don’t know why it is there.(A) us   (B) me  (C) my  (D) mine"
108,英語,7,7.  Last night a garbage truck hit a tree and turned over.  Now the street is            with lots of garbage.(A) dark  (B) dirty  (C) heavy  (D) poor
108,英語,8,8.  It almost killed Kevin to take care of his baby sister for one afternoon.  He wondered how his mom could do            every day.(A) her   (B) it   (C) one   (D) them 
108,英語,9,9.  Joyce tells her brother everything.  She never            anything from him.(A) covers    (B) believes   (C) hides     (D) takes
108,英語,10,10.  Ben always uses his birthday as a(n)            to ask Dad to buy him something expensive.(A) action  (B) excuse  (C) prize  (D) rule 
108,英語,11,"11.             that last piece of pie?  If not, can I have it?  I didn’t eat much this morning. (A) Had you eaten     (B) Were you eating (C) Do you eat    (D) Are you going to eat"
108,英語,12,12.  Everyone in the class enjoys playing chess            Bill; he thinks the game is boring.(A) except       (B) for       (C) like  (D) of
108,英語,13,"13.  In my school days, I            to English radio programs every day.  That was how I learned English at that time.(A) listen  (B) have listened  (C) used to listen   (D) was listening"
108,英語,14,"14.  Tom’s voice            when he talks about his neighbors.  He speaks faster, his face becomes redder and you can almost see fire in his eyes.(A) appears   (B) drops   (C) grows  (D) rises "
108,英語,15,15.             other waiters in the restaurant have worked here longer than Clark; only Lois and Lana started working here before him.  (A) All   (B) Most  (C) Some  (D) Few
108,英語,16,"16.  What are “Daddy and me” doing in the poem?Making goulash (A) Eating.we don’t talk much,(B) Singing. Daddy and me.(C) Dancing.(D) Cooking."
108,英語,17,"17.  What can we most likely know about the I see what he means. speaker?(A) He seldom understands his father.It’s in the knife (B) He enjoys his time with his father.meeting the beef, (C) He often makes goulash for his father. (D) He wants to be as famous as his father."
108,英語,18,18.  Which is true about City Sight Bus tickets?(A) It costs less to buy tickets on the Internet.(B) People must pay the full ticket price for a pet.(C) Tickets are more expensive in the high season.(D) People save 10% if they buy two tickets for the same line.
108,英語,19,19.  Which is true about the bus lines?(A) Line B takes more time.(B) Both lines cross Farmers’ Bridge. (C) Both lines leave from Central Station.(D) There are more gardens to see on Line A.
108,英語,20,20.  Why were there seventeen calls asking for Mike?(A) His team was angry at him.           (B) He is a popular soccer player.(C) He did not show up for the game on Friday. (D) His name did not appear on the list of players.
108,英語,21,21.  What does It mean in the dialogue? (A) The shop.    (B) The fan club.(C) The soccer game.  (D) The soccer season.
108,英語,22,22.  What can we learn about Mike? (A) He is nice to people from his fan club.(B) He plays soccer with Johnny and Ricky.(C) He found a way to fix the trouble he made.(D) He decided not to go to the game on Sunday.
108,英語,23,23.  Which is the best title for this reading? title 標題(A) Australia: The Best Place for Birds.(B) Mother Bird Fights Weather Changes.(C) Larger Mother Birds Have Larger Eggs.(D) Family Love: Brothers & Sisters Work Together.
108,英語,24,24.  What does this trick mean in the reading?(A) Having eggs of different sizes.(B) Growing stronger inside the egg.(C) Saving food for weaker baby birds.(D) Helping baby birds break out of the eggs.
108,英語,25,"25.  What can we learn about superb fairy-wrens from the reading? (A) Male birds can usually live for ten years.(B) Baby birds grow well in hot, dry weather.(C) Young male birds share the job of feeding the baby birds.(D) Mother birds make smaller eggs when there is less food outside."
108,英語,26,26.  What idea is talked about in both pieces of news?(A) More young people need to join in making art.(B) People’s ways of enjoying art change with time.(C) Bringing important art works to Taiwan from abroad.(D) Giving new life to old arts that were almost forgotten.
108,英語,27,27.  What does it mean when something is a smash hit?(A) It is old.    (B) It is successful.(C) It is foreign.    (D) It is useful.
108,英語,28,28.  What do we know from the news? (A) Lai has taught xiangsheng in many schools. (B) Lai often puts his own life stories into his art works.(C) The owner of Hsin Hsin Paper Offering Store is a Frenchman.(D) People do not burn papier-mâché for dead people as often as before.
108,英語,29,29.  Which idea is talked about in the news?(A) How often we should drink coffee.(B) What happens when we have too much coffee.(C) How to help the body make the cortisol we need.(D) What happens when we have coffee at the wrong time.
108,英語,30,30.  What does it mean when someone thinks otherwise about something? (A) They are serious about it.(B) They have no idea about it.(C) They think differently about it.(D) They do not think it is a problem.
108,英語,31,"31.  The picture below shows how the cortisol levels rise and fall during the day.  From the news, which is a good time for coffee? (A) A.   C(B) B.    dl) 25(C) C.    mg/ 20 B((D) D.    s "
108,英語,32,"32.  Four people read the news and wrote what they thought about it. Mike                     Jan 16  8:26 pmThe best time to drink coffee is when you want to drink coffee.Sarah                     Jan 16  8:43 pmI usually wake up AFTER I drink coffee!Charlie                     Jan 16  8:59 pmThe worst time to drink coffee is when you're DEAD.Lisa                     Jan 16  9:18 pmIf you need someone to tell you when to drink coffee, well, that’s just sad.What did they think about the news? (A) They wanted to try what it said. (B) They were sad about what it said. (C) They did not agree with what it said. (D) They were not surprised at what it said. "
108,英語,33,33.  What does the report NOT suggest? suggest 建議(A) Having more free buses for shoppers.(B) Changing the opening hours on weekdays.  (C) Making plans to help weekday morning business.(D) Changing the time of the special sale on weekends.
108,英語,34,34.  What does the report say about the shopping center? (A) Its business on weekdays is not as good as last season.(B) It has a special sale one hour before closing every day.(C) Most of the shoppers take the free buses to the shopping center.(D) A large part of its shoppers on weekday evenings are working parents.
108,英語,35,35.  Which picture is most likely used in the report?  likely 可能(A)     3%15%Weekday eveningWeekend morning48%10%Weekend afternoonWeekend eveningOthers24%Business done duringa week(B)3%15%Weekday evening24%Weekend morning10%Weekend afternoonWeekend eveningOthers48%Business done during a week(C)     3%15% 24%Weekday eveningWeekend morningWeekend afternoon10% Weekend evening48% OthersBusiness done duringa week(D)
108,英語,36,36.  (A) change the way you are  (B) give up being an actress  (C) travel with a theater group  (D) run away from your friends
108,英語,37,37.  (A) you’re too shy to talk with people  (B) you just don’t want to be like others  (C) you don’t think you’re good enough  (D) you don’t know what you’ve missed
108,英語,38,38.  (A) has become   (B) became    (C) had become  (D) would become
108,英語,39,39.  (A) has fallen    (B) is falling       (C) had fallen    (D) would fall
108,英語,40,40.  (A) This changed Elizabeth’s life  (B) It was not easy to give up the throne  (C) It was good news to Elizabeth and her family  (D) This part of history made the UK a strong country
108,英語,41,41.  (A) has worked hard for the UK  (B) has been popular with the people of the UK  (C) has been the queen of the UK for a long time  (D) has brought the people of the UK much closer
108,數學,1,1.算式−−(−)之值為何？363(A)−24(B)−311(C)−64(D)−
108,數學,2,2.()105107某城市分為南、北兩區，圖一為年到年該城市兩區的人口數量()105107長條圖。根據圖一判斷該城市的總人口數量，從年到年的變化情形為下列何者？(A)逐年增加(B)逐年減少(C)先增加，再減少(D)
108,數學,3,3.(2x−3)(3x+4)計算的結果，與下列哪一個式子相同？(A)−7x+4(B)−7x−12(C)6x2−12(D)6x2−x−12
108,數學,4,4.()23圖二的直角柱由個正三角形底面和個矩形側面組成，其中正三角形面積ab4()()為，矩形面積為。若將個圖二的直角柱緊密堆疊成圖三的直角柱，()則圖三中直角柱的表面積為何？(A)4a+2b(B)4a+4b(C)8a+6b(D)8a+12b
108,數學,5,5.44=2a54=3ba+b若，，則之值為何？(A)13(B)17(C)24(D)40
108,數學,6,6.106815430民國年月日，大潭發電廠因跳電導致供電短少約萬瓩，造成11430全臺灣多處地方停電。已知瓩等於千瓦，求萬瓩等於多少瓦？(A)4.3×107(B)4.3×108(C)4.3×109(D)4.3×1010
108,數學,7,"7.()OABCDL圖四的坐標平面上有原點與、、、四點。若有一直線(−3,4)yL通過點且與軸垂直，則也會通過下列哪一點？(A)A(B)B(C)C(D)D"
108,數學,8,8.若多項式5x2+17x−12可因式分解成(x+a)(bx+c)，其中a、b、ca+c均為整數，則之值為何？(A)1(B)7(C)11(D)13
108,數學,9,9.公園內有一矩形步道，其地面使用相同的灰色正方形地磚與相同的白色等腰()直角三角形地磚排列而成。圖五表示此步道的地磚排列方式，其中正方形40地磚為連續排列且總共有個。求步道上總共使用多少個三角形地磚？(A)84(B)86(C)160(D)162
108,數學,10,10.OABC()數線上有、、、四點，各點位置與各點所表示的數如圖六所示。若數線上有一點D，D點所表示的數為d，且d−5=d−c，則關於D點的位置，下列敘述何者正確？(A)A在的左邊(B)AC介於、之間(C)介於C、O之間圖(六)(D)OB
108,數學,11,11.()如圖七，將一長方形紙片沿著虛線剪成兩個全等的梯形紙片。根據圖中標示的長度與角度，求梯形紙片中較短的底邊長度為何？(A)4(B)5(C)6(D)7
108,數學,12,12.()阿慧在店內購買兩種蛋糕當伴手禮，圖八為蛋糕的價目表。已知阿慧購買10250075盒蛋糕，花費的金額不超過元。若他將蛋糕分給位同事，每人至少能拿到一個蛋糕，則阿慧花多少元購買蛋糕？(A)2150(B)2250(C)2300(D)2450
108,數學,13,13.()ABCDBCDABAC如圖九，△中，點在上，將點分別以、為對稱軸，畫出對稱點E、F，並連接AE、AF。根據圖中標示的角度，求∠EAF的度數為何？(A)113(B)124(C)129(D)134
108,數學,14,14.532箱子內裝有顆白球及顆紅球，小芬打算從箱子內抽球，以每次抽出一球後將5352球再放回的方式抽次球。若箱子內每顆球被抽到的機會相等，且前次中51153抽到白球次及紅球次，則第次抽球時，小芬抽到紅球的機率為何？1(A)21(B)32(C)532(D)
108,數學,15,15.如圖(十)，△ABC中，AC=BC<AB。若∠1、∠2分別為∠ABC、∠ACB的外角，則下列角度關係何者正確？(A)∠1<∠2(B)∠1=∠2(C)∠A+∠2<180°()圖十(D)∠A+∠1>180°
108,數學,16,16.小涵與阿嘉一起去咖啡店購買同款咖啡豆，咖啡豆每公克的價錢固定，購買時5250自備容器則結帳金額再減元。若小涵購買咖啡豆公克且自備容器，295xy需支付元；阿嘉購買咖啡豆公克但沒有自備容器，需支付元，yx則與的關係式為下列何者？295(A)y=x250300(B)y=x250295(C)y=x+5250300(D)y=x+5
108,數學,17,17.()14如圖十一，將一張面積為的大三角形紙片沿著虛線剪成三張小三角形紙片與一張平行四邊形紙片。根據圖中標示的長度，求平行四邊形紙片的面積為何？21(A)542(B)524(C)7()圖十一48(D)
108,數學,18,18.()36圖十二的摩天輪上以等間隔的方式設置個車廂，車廂依順時針方向分別136編號為號到號，且摩天輪運行時以逆時針方向等速旋轉，旋轉一圈花費30()21分鐘。若圖十三表示號車廂運行到最高點的情形，則此時經過多少9分鐘後，號車廂才會運行到最高點？(A)10(B)2015(C)245(D)
108,數學,19,19.()ABCABBCDE如圖十四，直角三角形的內切圓分別與、相切於點、點。AD根據圖中標示的長度與角度，求的長度為何？3(A)25(B)24(C)35(D)
108,數學,20,20.()某旅行團到森林遊樂區參觀，表一為兩種參觀方式與所需的纜車費用。15已知旅行團的每個人皆從這兩種方式中選擇一種，且去程有人搭乘纜車，104100回程有人搭乘纜車。若他們纜車費用的總花費為元，則此旅行團共有多少人？表(一)(A)16(B)19(C)22(D)25
108,數學,21,21.()小宜跟同學在某餐廳吃飯，圖十五為此餐廳的菜單。若他們所點的餐點10xyA總共為份義大利麵，杯飲料，份沙拉，則他們點了幾份餐？(A)10−x(B)10−y(C)10−x+y(D)10−x−y
108,數學,22,22.a42035若正整數和的最大公因數為，則下列敘述何者正確？(A)20a25a可能是的因數，可能是的因數(B)20a25a可能是的因數，不可能是的因數(C)20a25a不可能是的因數，可能是的因數(D)20a25a
108,數學,23,23.()ABCBCLI如圖十六，有一三角形的頂點、皆在直線上，且其內心為。CA′B′C今固定點，將此三角形依順時針方向旋轉，使得新三角形的頂點A′落在L上，且其內心為I′。若∠A<∠B<∠C，則下列敘述何者正確？(A)ICI′A′II′L和平行，和平行(B)ICI′A′II′L和平行，和不平行(C)ICI′A′II′L和不平行，和平行(D)ICI′A′II′L
108,數學,24,24.()ABCDO圖十七表示、、、四點在圓上的AD=180°AB=BDBC=CD位置，其中，且，。ABPBDQ若阿超在上取一點，在上取一點，使得∠APQ=130°，則下列敘述何者正確？(A)QBCBQ>QC點在上，且(B)QBCBQ<QC點在上，且(C)QCDCQ>QD點在上，且()(D)QCDCQ<QD圖十七
108,數學,25,25.()ABCAB>AC>BCDBC圖十八的△中，，且為上一點。今打算在ABPACQAPQPDQ上找一點，在上找一點，使得△與△全等，以下是甲、乙兩人的作法：()ADADABACPQ甲連接，作的中垂線分別交、於點、點，PQ則、兩點即為所求()DACABPDAB乙過作與平行的直線交於點，過作與平行的直線ACQPQ交於點，則、兩點即為所求對於甲、乙兩人的作法，下列判斷何者正確？(A)兩人皆正確(B)兩人皆錯誤(C)甲正確，乙錯誤(D)
108,數學,26,"26.()A如圖十九，坐標平面上有一頂點為的拋物線，y=2BC此拋物線與方程式的圖形交於、兩點，ABCA(−3,0)且△為正三角形。若點坐標為，y則此拋物線與軸的交點坐標為何？9(A)(0,)227(B)(0,)2(C)(0,9)圖(十九)(D)(0,18)"
108,社會,1,1.185412年某英國博物學家前往東印度群島考察，八年內總共蒐集了萬餘件的生物標本，並著有《馬來群島自然考察記：紅毛猩猩與天堂鳥的原鄉》。該博物學家在當地所見到的傳統住屋型式最可能是下列何者？(A)(B)(C)(D)
108,社會,2,2.近年來我國政府審慎評估「農村引進農業外勞」的可行性，研擬該政策最主要是為了因應下列哪一項臺灣農業特色？(A)(B)農作種類多樣農業耕地狹小(C)(D)
108,社會,3,3.()圖一是雜誌上的旅遊廣告，該行程的主要特色最可能是下列何者？(A)針葉林生態探索(B)峽灣海岸郵輪行(C)莽原動物大遷徙()圖一(D)
108,社會,4,4.2016「年初，滿載商品的貨運列車從中國浙江義烏出發，經西安、蘭州和14烏魯木齊等城市後，駛往伊朗德黑蘭，歷時天完成首航，再現古絲路的輝煌。」這班列車在駛離中國後，最可能途經下列何地？(A)(B)中亞南亞(C)(D)
108,社會,5,5.()圖二是阿政繪製某大洲海岸特色的成因分析，代表特色，代表成因。該大洲最可能是下列何者？(A)(B)亞洲非洲(C)美洲(D)歐洲圖(二)
108,社會,6,6.臺灣因山林面積廣大、巡查不易，出現許多違法開發山林資源的事件。政府機關若要快速比對不同時間的地表狀況，找出可能遭到大範圍違法伐林的地點，使用下列哪一種地圖最為適合？(A)(B)分層設色圖地形剖面圖(C)(D)
108,社會,7,7.()圖三分別是保存在新竹和宜蘭的歷史文物，根據圖片內容判斷，這些文物與下列何者關係最密切？(A)清朝人才選拔制度的施行()圖三(B)鄭氏政權對於儒學的推廣(C)臺灣總督府所實施的教育制度(D)
108,社會,8,8.()圖四是︽美國憲法︾某次修正案的內容。此一修正案的通過最可能與下列哪一事件有關？(A)獨立宣言的頒布(B)門羅宣言的發表(C)南北戰爭的影響()圖四(D)
108,社會,9,9.以下是對中國近代史上某組織的介紹：「他們號召建立一個土地財產公有和男女平等的社會，科舉考試也向女性開放，考試內容取自於統治者所闡述的「拜上帝會」教義。他們沒有獲得西方基督教國家的支持，也無法得到士紳階級的認同，但還是在南京堅持了十年。」此組織應是下列何者？(A)(B)義和團滿洲國(C)(D)
108,社會,10,10.()圖五是臺灣一份報紙的頭版標題，下列何項政策的施行與標題的公告關係密切？(A)推廣公地放領(B)開放人民組織政黨(C)宣布興建十大建設(D)
108,社會,11,11.()圖六是某一時期亞洲三個國家交流的情(cid:1057)(cid:1168)形，根據內容判斷，此時期的交流對當時日本造成了何種影響？(A)採行「大化革新」，努力吸收中國文化(B)(cid:2228)(cid:4606)(cid:1644)(cid:4079)推動「大政奉還」，天皇重新掌權執政(cid:988)(cid:2942)(cid:3956)(cid:5876)(C)推行「明治維新」，日本成為亞洲強國(cid:2228)(cid:4606)(cid:1644)(cid:4079)(cid:501)(cid:2670)(cid:5090)(cid:1171)(D)採行「鎖國政策」，只許中荷前來貿易(cid:3515)(cid:2821)
108,社會,12,12.爸爸與剛上國中的女兒一同參加家長座談會，看到教室牆上貼著「班級生活公約」，感慨地說：「以前我們唸書時，學生只能遵守由學校制定的校規與班規，真羨慕你們現在師生可以相互溝通，共同擬定大家願意接受的生活公約。」上述父親所描述的轉變，最可能是因下列何項概念逐漸受到重視？(A)(B)主權在民地方自治(C)(D)
108,社會,13,13.()圖七為某班園遊會擺設冷飲攤的營收結果，其中甲代表銷貨收入，乙代表利潤。若後來發現生產成本中少列入一筆設備租金費用，在此筆費用列入計算後，圖中甲、乙最可能出現的情況為下列何者？(A)(B)甲不變，乙不變甲不變，乙下降(C)甲下降，乙不變(D)甲下降，乙下降圖(七)
108,社會,14,14.()圖八是某商品的廣告情節，廠商藉由甲、乙二人的對話，凸顯該商品量販包的上市，讓大量採購該商品的民眾更加便利。若甲所提及親屬皆是自己的家人，依圖中訊息判斷，則下列關於甲家中五人的敘述何者正確？(A)甲的奶奶與家人間皆沒有姻親關係(B)甲的媽媽與家人間皆沒有配偶關係(C)甲的哥哥與家人間皆沒有直系血親關係(D)甲的爸爸與家人間皆沒有旁系血親關係圖(八)
108,社會,15,15.()圖九是新聞報導中的標題，若新聞事件中的受害者要尋求權利救濟，下列哪一項法律最能提供他協助？(A)《刑法》(B)《少年事件處理法》(C)《性別工作平等法》(D)《性別平等教育法》圖(九)
108,社會,16,16.對於具有歷史意義的建築，有些專家會向政府提報列為古蹟，經被列為古蹟後，依法不得擅自裝修，導致部分仍住在古蹟內的居民，可能因建材腐朽影響居住安全而感到不滿。關於上述內容，從我國對於人民權利保障與限制的角度判斷，下列何者最適當？(A)居民認為隱私權受到侵害(B)居民認為遷徙自由受到侵害(C)專家的目的是為了維持社會秩序(D)
108,社會,17,17.()表一是某一作物三大品種在全球及中國分布的比較。根據表中資訊判斷，該作物最可能為下列何者？()表一品種甲乙丙分布原產地衣索比亞剛果賴比瑞亞28°N～38°S間的海10°N～10°S間的低海宜於低海拔地區種植，全球13001900拔至公尺地拔地區，東南亞、印度僅分布於賴比瑞亞、馬分布區，其中以巴西、哥倫及非洲中部和東部為主來西亞、印度、印尼範圍比亞最多要栽種區等國中國在雲南、廣西、福建、主要在海南島栽種較少產區廣東的南部(A)(B)(C)(D)
108,社會,18,18.中國某行政區的南部位於農牧過渡地帶，因氣候乾燥少雨、生態環境脆弱、水土流失嚴重及自然災害頻繁，被聯合國認為是最不適宜人類生存的2011地區之一，因此年當地政府對人民實施搬遷()計畫。上述行政區應是圖十中何者？(A)(B)甲乙(C)(D)
108,社會,19,19.()2010圖十一為年世界各國都市化程度示意圖，圖中圓圈大小代表該國的都市人口數，圓圈顏色深淺代表該國的都市化程度。其中都市化程度最高的圖例應為下列何者？()圖十一(A)(B)(C)(D)
108,社會,20,20.()圖十二為小芬在網路上看到的某日下午一點臺灣部分測站的氣溫資料，當時臺灣氣溫空間分布的差異與下列何者關係最為密切？(A)大陸冷氣團逐漸南下(B)蒸發旺盛形成熱對流(C)熱帶低氣壓逐漸增強(D)
108,社會,21,21.有位中國老農夫回憶：「當時煉鋼要超英趕美，因此人人將鍋、鏟全丟進煉鐵爐燒煉。因為上級交代蓋一條用來運鋼的道路，所以只好將鄭和墓塚的石頭拿去墊路基，但我們一直沒有煉出夠多的數量，讓卡車來載運。」上述情況最可能與下列何者有關？(A)大躍進(B)抗美援朝(C)文化大革命(D)
108,社會,22,22.()圖十三是政治諷刺漫畫，呈現一帝國在某戰爭結束後，因被迫簽署和約而產生的變化，此戰爭最可能是下列何者？(A)普法戰爭(B)英法百年戰爭(C)第一次世界大戰(D)()
108,社會,23,23.表(二)呈現史前人類生活情形的變化，表(二)若要以「舊石器時代新石器時代」甲種植根莖類作物種植稻米的方式，表示舊石器時代至新石器時代乙打製石器磨製石器的文化變遷，表中甲、乙、丙、丁何者丙燒製陶器冶煉鐵器最為適切？丁不知用火用火煮食(A)(B)甲乙(C)(D)
108,社會,24,24.()圖十四是某時期日本在臺灣發布的告示，此告示最可能與下列何者有關？(A)霧社事件(B)牡丹社事件(C)臺灣民主國(D)
108,社會,25,25.「這個帝國興盛時期，疆域廣大，橫跨三洲。皇帝在政治上享有至高無上的權力，同時在宗教上也是上帝的代表，可以任命帝國首都主教，主導教會行事，而且也常頒布與基督教教義有關的規定。」此一帝國最可能是下列何者？(A)(B)查理曼帝國拜占庭帝國(C)(D)
108,社會,26,26.某媒體常在網站上以虛擬動畫呈現新聞內容，但因表現方式有時過於血腥、暴力，引起輿論譴責。民間團體呼籲該媒體應顧及報導對社會可能產生的負面影響，勿以商業利益為優先考量。上述團體的訴求內容，主要凸顯出下列何項議題的重要性？(A)(B)資訊科技的多元發展社會團體的監督力量(C)(D)
108,社會,27,27.近年來醫療機構中醫護人員遭攻擊的暴力事件頻傳，不但嚴重干擾醫療行為的進行，還危及醫護人員的人身安全，因此醫護團體推動相關修法，將這種暴力行為的追究改為非告訴乃論，以遏止此類事件發生。根據上述內容判斷，下列何者正確？(A)文中團體的類型屬《人民團體法》中的政治團體(B)文中團體若想要達成目的，應向立法院進行訴願(C)修法通過後，相關法律條文將交由行政院院長公布施行(D)
108,社會,28,28.公民老師在課堂上講述「無罪推定原則」時，請同學舉出例子加以說明，下列何者的舉例最適當？(A)甲：「小偉因闖紅燈遭處罰鍰，所以他是有罪的。」(B)乙：「花花因涉嫌殺人遭警察逮捕，所以她是有罪的。」(C)丙：「大雄雖因恐嚇鄰居遭起訴，但仍不能認定他有罪。」(D)
108,社會,29,29.花蓮縣境內有許多高山，隨著近年登山活動日益盛行，轄內的登山意外事故也隨之增加，每次搜救工作常須動員大量人力、物力。為因應此情況，該縣已通過自治條例，將對擅入管制區的民眾處以罰鍰，且若發生山難事故，當事人須自行支付搜救費用。根據上述內容判斷，下列敘述何者正確？(A)文中通過規定的機關為立法院(B)文中通過規定的機關為縣議會(C)違規遭處罰者是負起民事責任(D)
108,社會,30,30.甲、乙、丙、丁四人分別進行了一項投資，其投資報表(三)()酬率如表三所示，若他們各自投資所獲得的利潤皆投資人投資報酬率相同，根據表中內容判斷，何者的投資金額最高？甲10%(A)甲20%乙(B)乙30%丙(C)丙40%丁(D)
108,社會,31,31.表(四)是1949年至2014年臺灣北、中、南、表(四)東四大區域平均逕流量的相關數據，其中月分114510～月～月何者為南部區域？區域(A)甲甲1814.6615668.50(B)乙乙3405.1711909.67(C)丙4186.2512670.98丙(D)
